FID,APA Tier Type,GLHER Primary Ref,GLHER Resource ID,area_type,Description,Shape__Area,Shape__Length
317,Archaeological Priority Area - Tier III,77962,c98d0cb4-4777-4fe3-97ed-dfeb0e99dbfb, ,"Summary and Definition  The Archaeological Priority Area covers Knighton Wood, the Hatch Plain and the River Ching which are surviving, relict, portions of the once extensive Epping Forest. The APA is classified as Tier 3 because it covers a surviving po",957809.981056213,7097.6478754525
318,Archaeological Priority Area,76652,3f0651e5-18d6-4af0-b0a7-a67e5a287df7, ,"The Grange was built in 1879 by Alfred Smee within extensive grounds designed to created a natural effect. This was a major Victorian garden described by Smee in “My Garden” (1872). It included extensive water features, a fernery and vinery.",28175.7121047974,816.795533492207
319,Archaeological Priority Area - Tier III,209830,7eab7a4d-65c9-4d81-acb2-a4cb0b508538, ," p  strong Summary and Definition /strong  /p 

 p The APA covers land on either side of the Bonesgate Stream where it lies close to the boundary of the borough. This stretch of land lies between West Ewell (Surrey) and Chessington (Kingston upon Thames)",1835446.9447937,9983.556407728
320,Archaeological Priority Area - Tier II,76328,1bc18568-672e-4dac-a56e-b036f36ef255, ,"City of Westminster APA 2.8: Victoria Street  Summary and Definition  	The Archaeological Priority Area is located to the west of Westminster Abbey and is bounded by Birdcage Walk to the north, Buckingham Gate to the west, Horseferry Road to the south an",321531.095787048,2715.31993856177
321,Archaeological Priority Area - Tier II,78048,d2cbf03c-0f6b-4908-9d23-2acf2bd20e28, ,Summary and Definition  The Archaeological Priority Area covers the historic core of the village of Little Heath. The APA is classified as Tier 2 because common edge settlements were rare in Redbridge prior to disafforestation in the mid 19th century. Th,113027.590896606,1650.83109340867
322,Archaeological Priority Area,76294,1a3edf54-7912-4cc3-97c9-1979edaf483f, ,Durolitum Roman settlement site.,1440466.83979034,4609.83839000782
323,Archaeological Priority Area - Tier II,209809,f2bd29ad-ed8e-4860-86ae-e2c31838ae56, ," p  strong Summary and Definition /strong  /p 

 p This APA covers the location of Coombe House. It corresponds with the central and eastern part of a Conservation Area which shares the same name. The APA is classified as Tier 2 as it is likely to contai",22588.095916748,612.016233213177
324,Archaeological Priority Area,77788,b8965039-c3c7-41d6-a6c3-7acc02165ddc, ,Medieval - Early Post Medieval moated site.,19697.4602661133,543.054504179627
325,Archaeological Priority Area - Tier II,77853,bfb86db6-3b70-49c9-8f83-73929a39004b, ,Summary and Definition  7.1.1 The Archaeological Priority Area covers a 14ha area of ancient woodland known as Coldfall  Wood and an area of historic farmland located to the north. The northern and western  boundary of t,19125.3224182129,593.073827915767
326,Archaeological Priority Area - Tier II,77853,bfb86db6-3b70-49c9-8f83-73929a39004b, ,Summary and Definition  7.1.1 The Archaeological Priority Area covers a 14ha area of ancient woodland known as Coldfall  Wood and an area of historic farmland located to the north. The northern and western  boundary of t,198978.402389526,2608.86446208623
327,Archaeological Priority Area,76322,1b519874-f8de-4d53-ba7c-2cde272f66bb, ,Medieval - Post Medieval manorial site.,78863.139213562,1128.51363755939
328,Archaeological Priority Area,76101,0263eca6-9df7-4f8c-9ae3-63352dc465f6, ,Archaeological priority area surrounding medieval moated site.,44828.5463638306,850.096943911341
329,Archaeological Priority Area - Tier II,76191,0c17abba-f37c-41a5-a9ab-ab1d8791c60e, ,Summary and definition  The  Archaeological  Priority  Area  covers  nine  post-medieval  burial  grounds  and  cemeteries within London Borough of Bromley. The APA has been classed as Tier 2 as  it contains 18th-and 19th-ce,17201.3796768188,567.072252633141
330,Archaeological Priority Area,76366,1fcfffd2-d4c9-4bbc-87e8-02fb37cfac6d, ,"Recommendation  It is recommended that the boundary remains unaltered., This archaeological area takes in the traditional Pleasaunce plus an area to the north as far as Prince Rupert Road.  The site is at the 35m contour level and the geological boundary",56499.8495101929,1268.64976694699
331,Archaeological Priority Area - Tier III,76514,31ab9bce-febe-4f98-bee3-86bc659df10a, ,Summary and definition  The Archaeological Priority Area covers a large expanse of green space in the centre  of the London Borough of Bromley. The area has been subject to little post-medieval  and modern development and,710482.189704895,4352.9016771043
332,Archaeological Priority Area - Tier II,77996,cd97d17c-0620-4173-bb67-33aff2bd28df, ," p Summary and Definition /p 

 p The Archaeological Priority Area covers Valence House, its moat and the surrounding parkland. This APA has been classified as a Tier 2 due to its importance as one of two of the remaining manor houses in Barking and Dage",127306.416786194,1478.5097144963
333,Archaeological Priority Area - Tier I,78304,ee988d26-3495-40c7-b61d-0eee52e9a84e, ,Summary and Definition  	The APA covers the scheduled site of Morden Park Mound which is located within Morden Park.  It has been classified as Tier 1 because it is a scheduled site.  Description  	Morden Park Mound is one of three scheduled sites within,4190.1541595459,229.774963448685
334,Archaeological Priority Area - Tier II,77562,a03f39f4-9aec-42b4-9e75-281745c6555e, ,"Summary and Definition    The Archaeological Priority Area covers an area of ancient woodland and parkland  known as Spring Park, which is located on the western boundary of the borough. The  APA contains earthwork remain",233257.034759521,2300.2927158666
335,Archaeological Priority Area - Tier I,76835,5453637b-13fd-4fc3-ab77-f43b1b3a502f, ,Tower Hamlets APA 1.1: Great Eastern Launchways  Summary and Definition  The APA covers the launchways and associated features built in the 1850s for the SS Great Eastern steamship.  It is categorised as Tier 1 for its high industrial archaeological sign,34125.2808151245,902.901253736416
336,Archaeological Priority Area - Tier II,76894,5a0860d6-3b06-423f-a70a-61bac55d1cd5, ,"11.1	Watling Street, which dates to the 1st century AD, is the major archaeological feature in the borough, and there is now clear evidence of an associated roadside settlement in the Welling area.   11.2	The most intensive area of Roman activity appears",197096.739944458,1902.79086200692
337,Archaeological Priority Area,76392,229cfc6d-d301-4e5a-8061-56530e4706bb, ,"Prehistoric settlement, Roman settlement and boat, medieval Riverside Zone village centres and important houses, post-medieval settlement and early industrial development.",1022552.35926819,8335.40818756057
338,Archaeological Priority Area,77226,7bd391a0-2399-4310-946c-514964974099, ,Recommendation  Boundary of present Archaeological Priority Area should be altered.  Remove southern area represented by properties facing Bexley Road plus properties facing Greenholm Road while including the portion of the golf club from rear of propert,150593.568511963,2271.77542238871
339,Archaeological Priority Area - Tier II,77851,bfb092bf-c1c9-4e0f-b905-772d7959d066, ,Summary and Definition  	The Beckton Sewage Works APA covers an area on the north bank of the Thames to the west of Barking Creek Mouth.  It is where the original sewage treatment works were built in the 1880s at the point where the northern outfall sewe,53276.9855804443,1065.968660836
340,Archaeological Priority Area - Tier II,77124,722bf6c3-285a-470a-91d7-c113810c76ca, ," p Summary and Definition /p 

 p Beam Valley Country Park has been designated as a Tier 2 archaeological priority area as it is an area of largely undeveloped land which has revealed widespread archaeological remains dating mainly to the Iron Age and Ro",246785.361503601,3379.24421485737
341,Archaeological Priority Area,76417,25bfaa14-5e73-421f-8696-08283d7b0b1a, ," p This APA consists of two sections: /p 

 p A) East End (western area): A medieval hamlet is located here, which is believed to have developed in the 14th century. The East End Road was an ancient road connecting the hamlet with the hamlet at Church En",119838.7707901,2145.09072535818
342,Archaeological Priority Area,76417,25bfaa14-5e73-421f-8696-08283d7b0b1a, ," p This APA consists of two sections: /p 

 p A) East End (western area): A medieval hamlet is located here, which is believed to have developed in the 14th century. The East End Road was an ancient road connecting the hamlet with the hamlet at Church En",42821.9895477295,1111.4303200135
343,Archaeological Priority Area,76809,51653dcc-ac15-475a-9ad5-fe11463dd3c9, ,"The Thames has been a focus for human activity from earliest times, and archaeology may be found anywhere along it.  Finds of all periods have been made along its banks, or been dredged from the river bed.  The foreshore may in places preserve finds and",423378.353660583,12201.6373564755
344,Archaeological Priority Area,76546,34f41804-03bd-4178-9187-37aaf7bd5f4c, ,"(east of Clamp Hill, Stanmore)",116270.47492218,1563.27372593074
345,Archaeological Priority Area,76867,582aad65-5ec1-4482-bfb0-112cc09514da, ,"Description written by Tara Fidler May 2007, There is archaeological evidence of a prehistoric worked flint (500,000 BC-42 AD), which was discovered in Roman context at Thirleby Road. Burnt Oak is considered to have been a significant site in the Roman p",37879.9806289673,888.634532435344
346,Archaeological Priority Area,76975,625e22f0-d75a-4f55-9ae7-4b8cc5f9411c, ,"Recommendation  Boundary of present Archaeological Priority Area should be changed to include land to the south as far as the Woolwich Road., This linear shaped area includes land nearest to the River Thames, the foreshore, and the river itself as far as",4388919.4074173,9670.41530994541
347,Archaeological Priority Area,76559,35aeac33-d367-45cc-93e9-9fa850acd592, ,Archaeological priority area surrounding a medieval settlement,77434.7267532349,2078.28772186994
348,Archaeological Priority Area - Tier III,76682,43ccb3aa-2b80-4af2-bca6-9149c0251143, ,"Summary    This APA comprises three postulated routes for the Roman road from London to Great Dunmow across Waltham Forest Borough.  The northern route is thought to have influenced the location of the modern Lea Bridge Road, a route that can be demonstr",1833544.29953766,7387.42408015142
349,Archaeological Priority Area - Tier III,76682,43ccb3aa-2b80-4af2-bca6-9149c0251143, ,"Summary    This APA comprises three postulated routes for the Roman road from London to Great Dunmow across Waltham Forest Borough.  The northern route is thought to have influenced the location of the modern Lea Bridge Road, a route that can be demonstr",1084557.42501068,7196.28889122808
350,Archaeological Priority Area - Tier I,77580,a28761e9-7541-4a4e-b837-94edfae34957, ,"Summary and Definition   The Archaeological Priority Area covers a medieval hospital comprising of a series of almshouses, master’s house and chapel with an open forecourt that is situated on the south side of the A118, Ilford Hill.  The site was used",1023.89358520508,135.323686759926
